Month,NonRecreationVisitors,RecreationVisitors,UnitCode,UnitName,Year
1,472,625,THRO,Theodore Roosevelt NP,2001
2,472,583,THRO,Theodore Roosevelt NP,2001
3,472,1706,THRO,Theodore Roosevelt NP,2001
4,622,15367,THRO,Theodore Roosevelt NP,2001
5,623,34347,THRO,Theodore Roosevelt NP,2001
6,623,70200,THRO,Theodore Roosevelt NP,2001
7,622,117441,THRO,Theodore Roosevelt NP,2001
8,621,114881,THRO,Theodore Roosevelt NP,2001
9,624,56866,THRO,Theodore Roosevelt NP,2001
10,483,26244,THRO,Theodore Roosevelt NP,2001
11,472,7556,THRO,Theodore Roosevelt NP,2001
12,472,793,THRO,Theodore Roosevelt NP,2001
1,472,672,THRO,Theodore Roosevelt NP,2002
2,472,646,THRO,Theodore Roosevelt NP,2002
3,472,1745,THRO,Theodore Roosevelt NP,2002
4,622,15680,THRO,Theodore Roosevelt NP,2002
5,623,35473,THRO,Theodore Roosevelt NP,2002
6,623,76734,THRO,Theodore Roosevelt NP,2002
7,622,120464,THRO,Theodore Roosevelt NP,2002
8,621,119915,THRO,Theodore Roosevelt NP,2002
9,624,65289,THRO,Theodore Roosevelt NP,2002
10,483,25478,THRO,Theodore Roosevelt NP,2002
11,472,8484,THRO,Theodore Roosevelt NP,2002
12,472,971,THRO,Theodore Roosevelt NP,2002
1,472,1334,THRO,Theodore Roosevelt NP,2003
2,472,1682,THRO,Theodore Roosevelt NP,2003
3,472,2425,THRO,Theodore Roosevelt NP,2003
4,622,18106,THRO,Theodore Roosevelt NP,2003
5,623,37445,THRO,Theodore Roosevelt NP,2003
6,623,78469,THRO,Theodore Roosevelt NP,2003
7,622,114219,THRO,Theodore Roosevelt NP,2003
8,621,116140,THRO,Theodore Roosevelt NP,2003
9,624,72031,THRO,Theodore Roosevelt NP,2003
10,483,36908,THRO,Theodore Roosevelt NP,2003
11,472,9904,THRO,Theodore Roosevelt NP,2003
12,472,1632,THRO,Theodore Roosevelt NP,2003
1,472,1258,THRO,Theodore Roosevelt NP,2004
2,472,1699,THRO,Theodore Roosevelt NP,2004
3,472,1940,THRO,Theodore Roosevelt NP,2004
4,622,12518,THRO,Theodore Roosevelt NP,2004
5,623,34680,THRO,Theodore Roosevelt NP,2004
6,623,72032,THRO,Theodore Roosevelt NP,2004
7,622,110561,THRO,Theodore Roosevelt NP,2004
8,621,117902,THRO,Theodore Roosevelt NP,2004
9,624,69698,THRO,Theodore Roosevelt NP,2004
10,483,34497,THRO,Theodore Roosevelt NP,2004
11,472,13935,THRO,Theodore Roosevelt NP,2004
12,472,3869,THRO,Theodore Roosevelt NP,2004
1,472,1256,THRO,Theodore Roosevelt NP,2005
2,472,1308,THRO,Theodore Roosevelt NP,2005
3,472,2349,THRO,Theodore Roosevelt NP,2005
4,622,21816,THRO,Theodore Roosevelt NP,2005
5,623,34961,THRO,Theodore Roosevelt NP,2005
6,623,83018,THRO,Theodore Roosevelt NP,2005
7,622,116124,THRO,Theodore Roosevelt NP,2005
8,621,120339,THRO,Theodore Roosevelt NP,2005
9,624,64437,THRO,Theodore Roosevelt NP,2005
10,483,32375,THRO,Theodore Roosevelt NP,2005
11,472,13060,THRO,Theodore Roosevelt NP,2005
12,472,2155,THRO,Theodore Roosevelt NP,2005
1,472,1256,THRO,Theodore Roosevelt NP,2006
2,472,1874,THRO,Theodore Roosevelt NP,2006
3,472,2552,THRO,Theodore Roosevelt NP,2006
4,622,12812,THRO,Theodore Roosevelt NP,2006
5,623,34970,THRO,Theodore Roosevelt NP,2006
6,623,80040,THRO,Theodore Roosevelt NP,2006
7,622,104284,THRO,Theodore Roosevelt NP,2006
8,621,101026,THRO,Theodore Roosevelt NP,2006
9,624,58675,THRO,Theodore Roosevelt NP,2006
10,483,33289,THRO,Theodore Roosevelt NP,2006
11,472,3073,THRO,Theodore Roosevelt NP,2006
12,472,1508,THRO,Theodore Roosevelt NP,2006
1,472,1202,THRO,Theodore Roosevelt NP,2007
2,472,1211,THRO,Theodore Roosevelt NP,2007
3,472,2797,THRO,Theodore Roosevelt NP,2007
4,622,17243,THRO,Theodore Roosevelt NP,2007
5,623,34709,THRO,Theodore Roosevelt NP,2007
6,623,79894,THRO,Theodore Roosevelt NP,2007
7,622,108614,THRO,Theodore Roosevelt NP,2007
8,621,101104,THRO,Theodore Roosevelt NP,2007
9,624,64598,THRO,Theodore Roosevelt NP,2007
10,483,37618,THRO,Theodore Roosevelt NP,2007
11,472,5894,THRO,Theodore Roosevelt NP,2007
12,472,1704,THRO,Theodore Roosevelt NP,2007
1,472,771,THRO,Theodore Roosevelt NP,2008
2,472,1173,THRO,Theodore Roosevelt NP,2008
3,472,3409,THRO,Theodore Roosevelt NP,2008
4,622,34042,THRO,Theodore Roosevelt NP,2008
5,623,41858,THRO,Theodore Roosevelt NP,2008
6,623,70534,THRO,Theodore Roosevelt NP,2008
7,622,108212,THRO,Theodore Roosevelt NP,2008
8,621,97342,THRO,Theodore Roosevelt NP,2008
9,624,49392,THRO,Theodore Roosevelt NP,2008
10,483,92899,THRO,Theodore Roosevelt NP,2008
11,472,14415,THRO,Theodore Roosevelt NP,2008
12,472,2757,THRO,Theodore Roosevelt NP,2008
1,472,351,THRO,Theodore Roosevelt NP,2009
2,472,1123,THRO,Theodore Roosevelt NP,2009
3,472,3108,THRO,Theodore Roosevelt NP,2009
4,622,26401,THRO,Theodore Roosevelt NP,2009
5,623,59694,THRO,Theodore Roosevelt NP,2009
6,623,79023,THRO,Theodore Roosevelt NP,2009
7,622,119531,THRO,Theodore Roosevelt NP,2009
8,621,110833,THRO,Theodore Roosevelt NP,2009
9,624,69061,THRO,Theodore Roosevelt NP,2009
10,483,82152,THRO,Theodore Roosevelt NP,2009
11,472,32400,THRO,Theodore Roosevelt NP,2009
12,472,3251,THRO,Theodore Roosevelt NP,2009
1,472,649,THRO,Theodore Roosevelt NP,2010
2,472,2273,THRO,Theodore Roosevelt NP,2010
3,472,5738,THRO,Theodore Roosevelt NP,2010
4,622,37379,THRO,Theodore Roosevelt NP,2010
5,623,61723,THRO,Theodore Roosevelt NP,2010
6,623,101545,THRO,Theodore Roosevelt NP,2010
7,622,114893,THRO,Theodore Roosevelt NP,2010
8,621,104439,THRO,Theodore Roosevelt NP,2010
9,624,66014,THRO,Theodore Roosevelt NP,2010
10,483,90047,THRO,Theodore Roosevelt NP,2010
11,472,35157,THRO,Theodore Roosevelt NP,2010
12,472,3891,THRO,Theodore Roosevelt NP,2010
1,472,991,THRO,Theodore Roosevelt NP,2011
2,472,2182,THRO,Theodore Roosevelt NP,2011
3,472,5759,THRO,Theodore Roosevelt NP,2011
4,622,21210,THRO,Theodore Roosevelt NP,2011
5,623,53300,THRO,Theodore Roosevelt NP,2011
6,623,77086,THRO,Theodore Roosevelt NP,2011
7,622,119479,THRO,Theodore Roosevelt NP,2011
8,621,113928,THRO,Theodore Roosevelt NP,2011
9,624,67619,THRO,Theodore Roosevelt NP,2011
10,483,63658,THRO,Theodore Roosevelt NP,2011
11,472,33807,THRO,Theodore Roosevelt NP,2011
12,472,4388,THRO,Theodore Roosevelt NP,2011
1,472,1231,THRO,Theodore Roosevelt NP,2012
2,472,2708,THRO,Theodore Roosevelt NP,2012
3,472,7654,THRO,Theodore Roosevelt NP,2012
4,622,33088,THRO,Theodore Roosevelt NP,2012
5,623,60320,THRO,Theodore Roosevelt NP,2012
6,623,96223,THRO,Theodore Roosevelt NP,2012
7,622,120737,THRO,Theodore Roosevelt NP,2012
8,621,116494,THRO,Theodore Roosevelt NP,2012
9,624,79436,THRO,Theodore Roosevelt NP,2012
10,483,77779,THRO,Theodore Roosevelt NP,2012
11,472,36596,THRO,Theodore Roosevelt NP,2012
12,472,8289,THRO,Theodore Roosevelt NP,2012
1,472,1863,THRO,Theodore Roosevelt NP,2013
2,472,2649,THRO,Theodore Roosevelt NP,2013
3,472,5729,THRO,Theodore Roosevelt NP,2013
4,622,7459,THRO,Theodore Roosevelt NP,2013
5,623,32794,THRO,Theodore Roosevelt NP,2013
6,623,107066,THRO,Theodore Roosevelt NP,2013
7,622,131384,THRO,Theodore Roosevelt NP,2013
8,621,118507,THRO,Theodore Roosevelt NP,2013
9,624,67226,THRO,Theodore Roosevelt NP,2013
10,483,31036,THRO,Theodore Roosevelt NP,2013
11,472,30961,THRO,Theodore Roosevelt NP,2013
12,472,8416,THRO,Theodore Roosevelt NP,2013
1,472,2014,THRO,Theodore Roosevelt NP,2014
2,472,3189,THRO,Theodore Roosevelt NP,2014
3,472,6561,THRO,Theodore Roosevelt NP,2014
4,622,9771,THRO,Theodore Roosevelt NP,2014
5,623,58639,THRO,Theodore Roosevelt NP,2014
6,623,120562,THRO,Theodore Roosevelt NP,2014
7,622,135149,THRO,Theodore Roosevelt NP,2014
8,621,106684,THRO,Theodore Roosevelt NP,2014
9,624,77436,THRO,Theodore Roosevelt NP,2014
10,483,30721,THRO,Theodore Roosevelt NP,2014
11,472,5762,THRO,Theodore Roosevelt NP,2014
12,472,3092,THRO,Theodore Roosevelt NP,2014
1,472,2007,THRO,Theodore Roosevelt NP,2015
2,472,2206,THRO,Theodore Roosevelt NP,2015
3,472,9291,THRO,Theodore Roosevelt NP,2015
4,622,16932,THRO,Theodore Roosevelt NP,2015
5,623,37725,THRO,Theodore Roosevelt NP,2015
6,623,99939,THRO,Theodore Roosevelt NP,2015
7,622,123938,THRO,Theodore Roosevelt NP,2015
8,621,112087,THRO,Theodore Roosevelt NP,2015
9,624,75035,THRO,Theodore Roosevelt NP,2015
10,483,71329,THRO,Theodore Roosevelt NP,2015
11,472,23944,THRO,Theodore Roosevelt NP,2015
12,472,5600,THRO,Theodore Roosevelt NP,2015
1,472,3699,THRO,Theodore Roosevelt NP,2016
2,472,3769,THRO,Theodore Roosevelt NP,2016
3,472,11237,THRO,Theodore Roosevelt NP,2016
4,622,12701,THRO,Theodore Roosevelt NP,2016
5,623,71977,THRO,Theodore Roosevelt NP,2016
6,623,122044,THRO,Theodore Roosevelt NP,2016
7,622,162933,THRO,Theodore Roosevelt NP,2016
8,621,160125,THRO,Theodore Roosevelt NP,2016
9,624,101499,THRO,Theodore Roosevelt NP,2016
10,483,78667,THRO,Theodore Roosevelt NP,2016
11,472,23088,THRO,Theodore Roosevelt NP,2016
12,472,2141,THRO,Theodore Roosevelt NP,2016
1,472,1905,THRO,Theodore Roosevelt NP,2017
2,472,3459,THRO,Theodore Roosevelt NP,2017
3,472,7957,THRO,Theodore Roosevelt NP,2017
4,622,22137,THRO,Theodore Roosevelt NP,2017
5,623,79745,THRO,Theodore Roosevelt NP,2017
6,623,109297,THRO,Theodore Roosevelt NP,2017
7,622,156123,THRO,Theodore Roosevelt NP,2017
8,621,160360,THRO,Theodore Roosevelt NP,2017
9,624,92235,THRO,Theodore Roosevelt NP,2017
10,483,54859,THRO,Theodore Roosevelt NP,2017
11,472,18214,THRO,Theodore Roosevelt NP,2017
12,472,1712,THRO,Theodore Roosevelt NP,2017
1,472,2950,THRO,Theodore Roosevelt NP,2018
2,472,2149,THRO,Theodore Roosevelt NP,2018
3,472,9140,THRO,Theodore Roosevelt NP,2018
4,622,16926,THRO,Theodore Roosevelt NP,2018
5,623,83865,THRO,Theodore Roosevelt NP,2018
6,623,132489,THRO,Theodore Roosevelt NP,2018
7,622,176271,THRO,Theodore Roosevelt NP,2018
8,621,138851,THRO,Theodore Roosevelt NP,2018
9,624,103766,THRO,Theodore Roosevelt NP,2018
10,483,62543,THRO,Theodore Roosevelt NP,2018
11,472,16265,THRO,Theodore Roosevelt NP,2018
12,472,4174,THRO,Theodore Roosevelt NP,2018
1,472,2515,THRO,Theodore Roosevelt NP,2019
2,472,1187,THRO,Theodore Roosevelt NP,2019
3,472,5935,THRO,Theodore Roosevelt NP,2019
4,622,10516,THRO,Theodore Roosevelt NP,2019
5,623,75682,THRO,Theodore Roosevelt NP,2019
6,623,134590,THRO,Theodore Roosevelt NP,2019
7,622,149425,THRO,Theodore Roosevelt NP,2019
8,621,135584,THRO,Theodore Roosevelt NP,2019
9,624,110576,THRO,Theodore Roosevelt NP,2019
10,483,46043,THRO,Theodore Roosevelt NP,2019
11,472,17086,THRO,Theodore Roosevelt NP,2019
12,472,2519,THRO,Theodore Roosevelt NP,2019
1,472,2103,THRO,Theodore Roosevelt NP,2020
2,472,4190,THRO,Theodore Roosevelt NP,2020
3,472,12204,THRO,Theodore Roosevelt NP,2020
4,622,3278,THRO,Theodore Roosevelt NP,2020
5,623,19618,THRO,Theodore Roosevelt NP,2020
6,623,106279,THRO,Theodore Roosevelt NP,2020
7,622,124698,THRO,Theodore Roosevelt NP,2020
8,621,118836,THRO,Theodore Roosevelt NP,2020
9,624,87640,THRO,Theodore Roosevelt NP,2020
10,483,50212,THRO,Theodore Roosevelt NP,2020
11,472,15371,THRO,Theodore Roosevelt NP,2020
12,472,6874,THRO,Theodore Roosevelt NP,2020
1,472,6866,THRO,Theodore Roosevelt NP,2021
2,472,5162,THRO,Theodore Roosevelt NP,2021
3,472,15125,THRO,Theodore Roosevelt NP,2021
4,622,11993,THRO,Theodore Roosevelt NP,2021
5,623,76738,THRO,Theodore Roosevelt NP,2021
6,623,150232,THRO,Theodore Roosevelt NP,2021
7,622,176113,THRO,Theodore Roosevelt NP,2021
8,621,157639,THRO,Theodore Roosevelt NP,2021
9,624,130018,THRO,Theodore Roosevelt NP,2021
10,483,55777,THRO,Theodore Roosevelt NP,2021
11,472,8235,THRO,Theodore Roosevelt NP,2021
12,472,2187,THRO,Theodore Roosevelt NP,2021
1,472,2449,THRO,Theodore Roosevelt NP,2022
2,472,2568,THRO,Theodore Roosevelt NP,2022
3,472,6645,THRO,Theodore Roosevelt NP,2022
4,622,7366,THRO,Theodore Roosevelt NP,2022
5,623,66678,THRO,Theodore Roosevelt NP,2022
6,623,124089,THRO,Theodore Roosevelt NP,2022
7,622,150994,THRO,Theodore Roosevelt NP,2022
8,621,137454,THRO,Theodore Roosevelt NP,2022
9,624,114280,THRO,Theodore Roosevelt NP,2022
10,483,50215,THRO,Theodore Roosevelt NP,2022
11,472,4614,THRO,Theodore Roosevelt NP,2022
12,472,1327,THRO,Theodore Roosevelt NP,2022
1,472,3295,THRO,Theodore Roosevelt NP,2023
2,472,1890,THRO,Theodore Roosevelt NP,2023
3,472,5727,THRO,Theodore Roosevelt NP,2023
4,622,11162,THRO,Theodore Roosevelt NP,2023
5,623,75073,THRO,Theodore Roosevelt NP,2023
6,623,139189,THRO,Theodore Roosevelt NP,2023
7,622,166853,THRO,Theodore Roosevelt NP,2023
8,621,148446,THRO,Theodore Roosevelt NP,2023
9,624,117092,THRO,Theodore Roosevelt NP,2023
10,483,58701,THRO,Theodore Roosevelt NP,2023
11,472,17412,THRO,Theodore Roosevelt NP,2023
12,472,2022,THRO,Theodore Roosevelt NP,2023
1,3665,22968,SHEN,Shenandoah NP,1980
2,3673,22352,SHEN,Shenandoah NP,1980
3,5175,49132,SHEN,Shenandoah NP,1980
4,6583,107118,SHEN,Shenandoah NP,1980
5,7341,170191,SHEN,Shenandoah NP,1980
6,8061,194184,SHEN,Shenandoah NP,1980
7,9160,247966,SHEN,Shenandoah NP,1980
8,9559,275449,SHEN,Shenandoah NP,1980
9,7639,182916,SHEN,Shenandoah NP,1980
10,6343,318121,SHEN,Shenandoah NP,1980
11,2213,85970,SHEN,Shenandoah NP,1980
12,1084,22861,SHEN,Shenandoah NP,1980
1,3783,29335,SHEN,Shenandoah NP,1981
2,3342,36964,SHEN,Shenandoah NP,1981
3,5367,61981,SHEN,Shenandoah NP,1981
4,6864,131713,SHEN,Shenandoah NP,1981
5,8962,178187,SHEN,Shenandoah NP,1981
6,8364,202230,SHEN,Shenandoah NP,1981
7,9958,255740,SHEN,Shenandoah NP,1981
8,10387,293574,SHEN,Shenandoah NP,1981
9,7486,186017,SHEN,Shenandoah NP,1981
10,6539,352936,SHEN,Shenandoah NP,1981
11,2733,67573,SHEN,Shenandoah NP,1981
12,949,23296,SHEN,Shenandoah NP,1981
1,441,13409,SHEN,Shenandoah NP,1982
2,549,17181,SHEN,Shenandoah NP,1982
3,1374,49035,SHEN,Shenandoah NP,1982
4,6535,113050,SHEN,Shenandoah NP,1982
5,7643,187271,SHEN,Shenandoah NP,1982
6,7951,198058,SHEN,Shenandoah NP,1982
7,9738,251514,SHEN,Shenandoah NP,1982
8,11190,257985,SHEN,Shenandoah NP,1982
9,9087,209679,SHEN,Shenandoah NP,1982
10,11525,358818,SHEN,Shenandoah NP,1982
11,2008,68751,SHEN,Shenandoah NP,1982
12,1045,27221,SHEN,Shenandoah NP,1982
1,623,27280,SHEN,Shenandoah NP,1983
2,622,22633,SHEN,Shenandoah NP,1983
3,1460,60503,SHEN,Shenandoah NP,1983
4,6440,96859,SHEN,Shenandoah NP,1983
5,7427,171129,SHEN,Shenandoah NP,1983
6,8002,184854,SHEN,Shenandoah NP,1983
7,11550,288667,SHEN,Shenandoah NP,1983
8,10679,246938,SHEN,Shenandoah NP,1983
9,8279,200557,SHEN,Shenandoah NP,1983
10,11013,354062,SHEN,Shenandoah NP,1983
11,3432,92275,SHEN,Shenandoah NP,1983
12,957,22621,SHEN,Shenandoah NP,1983
1,525,23538,SHEN,Shenandoah NP,1984
2,984,41150,SHEN,Shenandoah NP,1984
3,1781,60783,SHEN,Shenandoah NP,1984
4,7051,122678,SHEN,Shenandoah NP,1984
5,8175,185688,SHEN,Shenandoah NP,1984
6,5953,206444,SHEN,Shenandoah NP,1984
7,11386,257704,SHEN,Shenandoah NP,1984
8,11250,254988,SHEN,Shenandoah NP,1984
9,9372,208824,SHEN,Shenandoah NP,1984
10,12673,378194,SHEN,Shenandoah NP,1984
11,4395,90497,SHEN,Shenandoah NP,1984
12,1301,38819,SHEN,Shenandoah NP,1984
1,233,17864,SHEN,Shenandoah NP,1985
2,405,30458,SHEN,Shenandoah NP,1985
3,1071,73541,SHEN,Shenandoah NP,1985
4,1986,127050,SHEN,Shenandoah NP,1985
5,2590,184626,SHEN,Shenandoah NP,1985
6,3375,230790,SHEN,Shenandoah NP,1985
7,3950,267876,SHEN,Shenandoah NP,1985
8,3631,247359,SHEN,Shenandoah NP,1985
9,3603,245301,SHEN,Shenandoah NP,1985
10,5355,381497,SHEN,Shenandoah NP,1985
11,1228,90212,SHEN,Shenandoah NP,1985
12,454,36511,SHEN,Shenandoah NP,1985
1,503,32930,SHEN,Shenandoah NP,1986
2,283,20997,SHEN,Shenandoah NP,1986
3,971,79527,SHEN,Shenandoah NP,1986
4,1416,120365,SHEN,Shenandoah NP,1986
5,2348,189740,SHEN,Shenandoah NP,1986
6,2326,190786,SHEN,Shenandoah NP,1986
7,3301,262840,SHEN,Shenandoah NP,1986
8,3545,279679,SHEN,Shenandoah NP,1986
9,2260,188774,SHEN,Shenandoah NP,1986
10,4134,341440,SHEN,Shenandoah NP,1986
11,1165,95804,SHEN,Shenandoah NP,1986
12,448,41103,SHEN,Shenandoah NP,1986
1,259,26762,SHEN,Shenandoah NP,1987
2,347,29916,SHEN,Shenandoah NP,1987
3,816,64499,SHEN,Shenandoah NP,1987
4,1084,96103,SHEN,Shenandoah NP,1987
5,2284,187671,SHEN,Shenandoah NP,1987
6,2168,178897,SHEN,Shenandoah NP,1987
7,2984,241363,SHEN,Shenandoah NP,1987
8,3335,264940,SHEN,Shenandoah NP,1987
9,1767,150462,SHEN,Shenandoah NP,1987
10,4917,411659,SHEN,Shenandoah NP,1987
11,953,81548,SHEN,Shenandoah NP,1987
12,348,33907,SHEN,Shenandoah NP,1987
1,419,32624,SHEN,Shenandoah NP,1988
2,347,29494,SHEN,Shenandoah NP,1988
3,787,65011,SHEN,Shenandoah NP,1988
4,1491,126421,SHEN,Shenandoah NP,1988
5,2321,190831,SHEN,Shenandoah NP,1988
6,2249,185082,SHEN,Shenandoah NP,1988
7,3329,264339,SHEN,Shenandoah NP,1988
8,3322,263625,SHEN,Shenandoah NP,1988
9,2736,218231,SHEN,Shenandoah NP,1988
10,5018,420713,SHEN,Shenandoah NP,1988
11,1080,91086,SHEN,Shenandoah NP,1988
12,567,49698,SHEN,Shenandoah NP,1988
1,508,42897,SHEN,Shenandoah NP,1989
2,400,32313,SHEN,Shenandoah NP,1989
3,2963,80035,SHEN,Shenandoah NP,1989
4,2221,107011,SHEN,Shenandoah NP,1989
5,3064,180081,SHEN,Shenandoah NP,1989
6,3098,199961,SHEN,Shenandoah NP,1989
7,5811,275850,SHEN,Shenandoah NP,1989
8,1614,255576,SHEN,Shenandoah NP,1989
9,1575,199822,SHEN,Shenandoah NP,1989
10,459,382677,SHEN,Shenandoah NP,1989
11,3759,89449,SHEN,Shenandoah NP,1989
12,711,28145,SHEN,Shenandoah NP,1989
1,1200,33856,SHEN,Shenandoah NP,1990
2,1814,42354,SHEN,Shenandoah NP,1990
3,2805,73022,SHEN,Shenandoah NP,1990
4,2541,117648,SHEN,Shenandoah NP,1990
5,2541,146287,SHEN,Shenandoah NP,1990
6,2865,182619,SHEN,Shenandoah NP,1990
7,4943,233944,SHEN,Shenandoah NP,1990
8,5470,231214,SHEN,Shenandoah NP,1990
9,4658,216835,SHEN,Shenandoah NP,1990
10,7301,333463,SHEN,Shenandoah NP,1990
11,5034,126480,SHEN,Shenandoah NP,1990
12,906,34058,SHEN,Shenandoah NP,1990
1,930,31529,SHEN,Shenandoah NP,1991
2,1908,51095,SHEN,Shenandoah NP,1991
3,3376,86509,SHEN,Shenandoah NP,1991
4,2506,112182,SHEN,Shenandoah NP,1991
5,3352,190306,SHEN,Shenandoah NP,1991
6,3100,195592,SHEN,Shenandoah NP,1991
7,5016,257898,SHEN,Shenandoah NP,1991
8,6578,291397,SHEN,Shenandoah NP,1991
9,4894,218180,SHEN,Shenandoah NP,1991
10,8626,381661,SHEN,Shenandoah NP,1991
11,3533,89303,SHEN,Shenandoah NP,1991
12,901,33834,SHEN,Shenandoah NP,1991
1,1109,32946,SHEN,Shenandoah NP,1992
2,2113,39282,SHEN,Shenandoah NP,1992
3,724,66805,SHEN,Shenandoah NP,1992
4,1556,137433,SHEN,Shenandoah NP,1992
5,2878,155561,SHEN,Shenandoah NP,1992
6,2022,197999,SHEN,Shenandoah NP,1992
7,4589,282037,SHEN,Shenandoah NP,1992
8,2906,197603,SHEN,Shenandoah NP,1992
9,2510,184121,SHEN,Shenandoah NP,1992
10,6536,395980,SHEN,Shenandoah NP,1992
11,994,102401,SHEN,Shenandoah NP,1992
12,542,30025,SHEN,Shenandoah NP,1992
1,1272,38942,SHEN,Shenandoah NP,1993
2,1177,25330,SHEN,Shenandoah NP,1993
3,367,41559,SHEN,Shenandoah NP,1993
4,1808,172176,SHEN,Shenandoah NP,1993
5,3345,177205,SHEN,Shenandoah NP,1993
6,2151,185276,SHEN,Shenandoah NP,1993
7,4900,307932,SHEN,Shenandoah NP,1993
8,4686,292616,SHEN,Shenandoah NP,1993
9,2705,199595,SHEN,Shenandoah NP,1993
10,6340,381260,SHEN,Shenandoah NP,1993
11,1042,105255,SHEN,Shenandoah NP,1993
12,380,24220,SHEN,Shenandoah NP,1993
1,375,13792,SHEN,Shenandoah NP,1994
2,1208,25220,SHEN,Shenandoah NP,1994
3,581,61505,SHEN,Shenandoah NP,1994
4,1727,167326,SHEN,Shenandoah NP,1994
5,3051,173744,SHEN,Shenandoah NP,1994
6,1869,181290,SHEN,Shenandoah NP,1994
7,4362,262617,SHEN,Shenandoah NP,1994
8,4423,264822,SHEN,Shenandoah NP,1994
9,2968,216026,SHEN,Shenandoah NP,1994
10,6893,409900,SHEN,Shenandoah NP,1994
11,1172,109372,SHEN,Shenandoah NP,1994
12,697,41269,SHEN,Shenandoah NP,1994
1,885,26693,SHEN,Shenandoah NP,1995
2,1594,31145,SHEN,Shenandoah NP,1995
3,752,79367,SHEN,Shenandoah NP,1995
4,1716,149234,SHEN,Shenandoah NP,1995
5,2386,145863,SHEN,Shenandoah NP,1995
6,1658,201137,SHEN,Shenandoah NP,1995
7,2222,268003,SHEN,Shenandoah NP,1995
8,2135,253291,SHEN,Shenandoah NP,1995
9,4830,193784,SHEN,Shenandoah NP,1995
10,15340,293109,SHEN,Shenandoah NP,1995
11,680,94778,SHEN,Shenandoah NP,1995
12,729,21390,SHEN,Shenandoah NP,1995
1,56,11109,SHEN,Shenandoah NP,1996
2,56,24167,SHEN,Shenandoah NP,1996
3,98,65262,SHEN,Shenandoah NP,1996
4,1260,118566,SHEN,Shenandoah NP,1996
5,1414,140916,SHEN,Shenandoah NP,1996
6,1260,187366,SHEN,Shenandoah NP,1996
7,1414,245265,SHEN,Shenandoah NP,1996
8,1414,237536,SHEN,Shenandoah NP,1996
9,1260,117518,SHEN,Shenandoah NP,1996
10,1414,308790,SHEN,Shenandoah NP,1996
11,1260,80667,SHEN,Shenandoah NP,1996
12,56,33857,SHEN,Shenandoah NP,1996
1,56,21177,SHEN,Shenandoah NP,1997
2,56,38070,SHEN,Shenandoah NP,1997
3,98,73063,SHEN,Shenandoah NP,1997
4,1260,102548,SHEN,Shenandoah NP,1997
5,1414,146407,SHEN,Shenandoah NP,1997
6,1260,162372,SHEN,Shenandoah NP,1997
7,1414,220690,SHEN,Shenandoah NP,1997
8,1414,263672,SHEN,Shenandoah NP,1997
9,1260,155429,SHEN,Shenandoah NP,1997
10,1414,261344,SHEN,Shenandoah NP,1997
11,1260,108985,SHEN,Shenandoah NP,1997
12,56,34033,SHEN,Shenandoah NP,1997
1,56,22879,SHEN,Shenandoah NP,1998
2,56,12937,SHEN,Shenandoah NP,1998
3,98,27762,SHEN,Shenandoah NP,1998
4,1260,94723,SHEN,Shenandoah NP,1998
5,1414,153940,SHEN,Shenandoah NP,1998
6,1260,143583,SHEN,Shenandoah NP,1998
7,1414,199104,SHEN,Shenandoah NP,1998
8,1414,222371,SHEN,Shenandoah NP,1998
9,1260,161099,SHEN,Shenandoah NP,1998
10,1414,300207,SHEN,Shenandoah NP,1998
11,1260,107417,SHEN,Shenandoah NP,1998
12,56,27078,SHEN,Shenandoah NP,1998
1,56,13782,SHEN,Shenandoah NP,1999
2,56,31557,SHEN,Shenandoah NP,1999
3,98,41025,SHEN,Shenandoah NP,1999
4,1260,94767,SHEN,Shenandoah NP,1999
5,1414,145280,SHEN,Shenandoah NP,1999
6,1260,134151,SHEN,Shenandoah NP,1999
7,1414,176878,SHEN,Shenandoah NP,1999
8,1414,169716,SHEN,Shenandoah NP,1999
9,1260,128884,SHEN,Shenandoah NP,1999
10,1414,286995,SHEN,Shenandoah NP,1999
11,1260,89425,SHEN,Shenandoah NP,1999
12,56,26826,SHEN,Shenandoah NP,1999
1,56,24257,SHEN,Shenandoah NP,2000
2,56,31041,SHEN,Shenandoah NP,2000
3,98,58479,SHEN,Shenandoah NP,2000
4,1260,95310,SHEN,Shenandoah NP,2000
5,1414,122358,SHEN,Shenandoah NP,2000
6,1260,133186,SHEN,Shenandoah NP,2000
7,1414,178581,SHEN,Shenandoah NP,2000
8,1414,167900,SHEN,Shenandoah NP,2000
9,1260,148990,SHEN,Shenandoah NP,2000
10,1414,346913,SHEN,Shenandoah NP,2000
11,1260,90044,SHEN,Shenandoah NP,2000
12,56,22520,SHEN,Shenandoah NP,2000
1,56,16916,SHEN,Shenandoah NP,2001
2,56,27839,SHEN,Shenandoah NP,2001
3,98,41798,SHEN,Shenandoah NP,2001
4,1260,106794,SHEN,Shenandoah NP,2001
5,1414,131271,SHEN,Shenandoah NP,2001
6,1260,155811,SHEN,Shenandoah NP,2001
7,1414,213461,SHEN,Shenandoah NP,2001
8,1414,182031,SHEN,Shenandoah NP,2001
9,1260,179341,SHEN,Shenandoah NP,2001
10,1414,303514,SHEN,Shenandoah NP,2001
11,1260,99177,SHEN,Shenandoah NP,2001
